name,play_for_free,top_seller,deal,history,discount,price,rating,ends in,started,release,lowest_price
Knock Harder,no,no,Week Long Deal,,0.8,4.13,0.8798,,,2020-04-01,
Repella Fella,no,no,,,0.15,46.74,0.8795000000000001,,,2023-06-01,
Press Any Button,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8793000000000001,,,2021-01-01,0.0
Distant Memoraĵo,no,no,,,0.25,28.49,0.8791,,,2021-07-01,
Sandwich Sudoku,no,no,Week Long Deal,,0.1,9.8,0.8786,,,2019-08-01,
Devil May Cry 4 Special Edition,no,no,,not the lowest price,0.7,25.17,0.8783,,,2015-06-01,19.99
Tom Clancy's Ghost Recon®,no,no,,not the lowest price,0.7,8.99,0.8778,,,2001-11-01,4.99
Cute Honey,no,no,Week Long Deal,not the lowest price,0.35,2.91,0.8773000000000001,,,2020-07-01,2.24
Tales of Arise,no,no,Week Long Deal,not the lowest price,0.65,120.71,0.8772,,,2021-09-01,97.0
Dragon Age: Origins - Ultimate Edition,no,no,,not the lowest price,0.7,26.7,0.8771,,,2010-10-01,13.35
Rift Wizard,no,no,Week Long Deal,not the lowest price,0.45,15.94,0.8769,,,2021-09-01,14.49
Graze Counter,no,no,,not the lowest price,0.7,9.89,0.8765999999999999,,,2017-07-01,5.99
I’m going to die if I don’t eat sushi!,no,no,Week Long Deal,not the lowest price,0.15,7.38,0.8765000000000001,,,2022-06-01,6.95
Coloring Game: Pixel,no,no,,,0.35,2.91,0.8762000000000001,,,2019-10-01,
Sweet Shine,no,no,,not the lowest price,0.21,15.55,0.8756,,,2021-08-01,4.02
Hello Lady! -New Division-,no,no,,,0.58,20.57,0.8755,,,2019-04-01,
Xuan-Yuan Sword: Dance of the Maple Leaves,no,no,,,0.5,5.44,0.8755,,,1995-01-01,
Kathy Rain: Director's Cut,no,no,Week Long Deal,not the lowest price,0.6,18.79,0.8743000000000001,,,2021-10-01,11.59
Hardspace: Shipbreaker,no,no,,not the lowest price,0.43,68.34,0.8740000000000001,,,2022-05-01,66.93
The Sushi Spinnery,no,no,,not the lowest price,0.23,14.31,0.8737999999999999,,,2022-05-01,9.29
Unlock The King,no,no,Week Long Deal,not the lowest price,0.45,1.25,0.8736,,,2019-11-01,1.14
Candleman: The Complete Journey,no,no,Week Long Deal,not the lowest price,0.4,17.39,0.8734000000000001,,,2018-01-01,11.59
Unravel,no,no,,not the lowest price,0.75,14.75,0.8729,,,2016-02-01,5.9
Hand of Fate,no,no,Week Long Deal,not the lowest price,0.75,9.24,0.8728,,,2015-02-01,7.39
Sakura Dungeon,no,no,Week Long Deal,not the lowest price,0.33,24.78,0.8725,,,2016-06-01,9.24
Coffin of Ashes,no,no,,not the lowest price,0.45,12.92,0.8723000000000001,,,2016-12-01,6.99
Saints Row IV: Re-Elected,no,no,,not the lowest price,0.75,25.0,0.8717,,,2013-08-01,5.59
Buissons,no,no,Week Long Deal,,0.6,7.43,0.8715999999999999,,,2021-02-01,
Tom Clancy's Rainbow Six® 3 Gold,no,no,,not the lowest price,0.75,7.49,0.8714,in 2 days,5 days ago,2003-03-01,4.99
Hero of the Kingdom: The Lost Tales 1,no,no,Week Long Deal,not the lowest price,0.7,3.26,0.871,in 2 days,5 days ago,2020-04-01,2.17
Dungeons of Dreadrock,no,no,Week Long Deal,not the lowest price,0.8,2.47,0.8703,in 2 days,4 days ago,2022-03-01,1.23
Party Hard,no,no,,not the lowest price,0.8,6.59,0.8701000000000001,in 2 days,5 days ago,2015-08-01,5.17
Grim Legends 3: The Dark City,no,no,,not the lowest price,0.75,11.74,0.8701000000000001,in 7 days,7 days ago,2016-06-01,5.99
西游记2021,no,no,,not the lowest price,0.35,13.44,0.8701000000000001,in 2 days,9 days ago,2021-09-01,12.41
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,no,no,,not the lowest price,0.8,17.8,0.87,in 12 days,2 days ago,2022-05-01,14.24
Alice: Madness Returns,no,no,,not the lowest price,0.75,14.75,0.8693000000000001,in 12 days,2 days ago,2011-06-01,4.37
Kick Ass Commandos,no,no,,not the lowest price,0.5,9.99,0.8692,in 11 days,3 days ago,2016-11-01,1.91
Jimmy and the Pulsating Mass,no,no,,,0.3,19.59,0.8691,in 4 days,2 days ago,2018-08-01,
Batman™: Arkham Origins,no,no,,not the lowest price,0.75,22.49,0.8684000000000001,in 2 days,5 days ago,2013-10-01,9.24
Higurashi When They Cry Hou - Ch.8 Matsuribayashi,no,no,,not the lowest price,0.35,17.21,0.8684000000000001,in 2 days,12 days ago,2020-05-01,9.95
Graze Counter GM,no,no,,,0.3,32.89,0.8679000000000001,in 9 days,2 days ago,2023-01-01,
Press X to Not Die,no,no,Week Long Deal,not the lowest price,0.75,1.57,0.8678,in 2 days,5 days ago,2017-10-01,1.25
FIND ALL,no,no,,not the lowest price,0.21,3.94,0.8676,in 11 hours,14 days ago,2021-06-01,1.14
Chess Sudoku,no,no,Week Long Deal,,0.1,9.8,0.8676,in 2 days,5 days ago,2020-03-01,
Penumbra Overture,no,no,Week Long Deal,not the lowest price,0.7,9.89,0.8675,,,2007-03-01,1.99
A Gay's Life,no,no,Week Long Deal,,0.4,3.89,0.8674,,,2019-11-01,
Super Trench Attack!,no,no,Week Long Deal,not the lowest price,0.75,2.62,0.8673000000000001,,,2014-07-01,1.04
TimeShifters,no,no,,new historical low,0.65,3.81,0.8672,,,2022-06-01,3.81
GUN™,no,no,Week Long Deal,not the lowest price,0.67,11.54,0.8668,,,2005-11-01,8.74
Knightfall: A Daring Journey,no,no,,not the lowest price,0.5,6.19,0.866,,,2022-04-01,0.0
Regular Factory: Escape Room,no,no,Week Long Deal,not the lowest price,0.4,12.41,0.8659,,,2022-04-01,11.37
Cannibal Abduction,no,no,,not the lowest price,0.1,15.29,0.8659,,,2023-01-01,14.44
Inglorious Waifu VS Nazi Zombies,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8658,,,2021-03-01,0.89
Call of Duty®: Modern Warfare® 3,no,no,,not the lowest price,0.5,39.99,0.8656,,,2011-11-01,39.19
King of Retail,no,no,Week Long Deal,not the lowest price,0.4,44.39,0.8654999999999999,,,2022-09-01,23.44
Cats are Liquid - A Light in the Shadows,no,no,Week Long Deal,not the lowest price,0.35,2.26,0.8654999999999999,,,2015-12-01,1.2
Doors: Paradox,no,no,Week Long Deal,not the lowest price,0.33,31.48,0.8652,,,2022-11-01,26.09
cyubeVR,no,no,,not the lowest price,0.2,55.2,0.8651000000000001,,,2018-01-01,24.69
The Shell Part I: Inferno,no,no,Introductory Offer,new historical low,0.2,47.99,0.8645999999999999,,,2023-07-01,47.99
Curse Crackers: For Whom the Belle Toils,no,no,Week Long Deal,,0.35,18.84,0.8644,,,2022-08-01,
Line Path,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8642,,,2022-05-01,1.12
UBERMOSH Vol.5,no,no,,,0.72,0.97,0.8637,,,2017-05-01,
Cloudpunk,no,no,,not the lowest price,0.65,20.99,0.8637,,,2020-04-01,13.29
Clea 2,no,no,Week Long Deal,not the lowest price,0.15,23.7,0.8637,,,2021-03-01,22.31
Romeow: in the cracked world,no,no,Week Long Deal,not the lowest price,0.2,2.79,0.8633,,,2021-03-01,1.37
封神榜2022,no,no,,not the lowest price,0.35,13.44,0.8629000000000001,,,2022-01-01,12.41
Far Cry 3 - Blood Dragon,no,no,,not the lowest price,0.75,11.24,0.8628,,,2013-05-01,6.74
Depth,no,no,Week Long Deal,not the lowest price,0.65,14.69,0.8623999999999999,,,2014-11-01,9.24
Para Eyes,no,no,Week Long Deal,not the lowest price,0.1,18.62,0.8621,,,2022-10-01,12.41
Dino Nest,no,no,Week Long Deal,not the lowest price,0.5,14.49,0.8614,,,2022-04-01,11.59
Supercharged Robot VULKAISER,no,no,,not the lowest price,0.5,8.49,0.8609,,,2015-06-01,4.19
"BEARS, VODKA, BALALAIKA! 🐻",no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8606,,,2019-11-01,1.34
Hitler Hates Anime,no,no,Week Long Deal,not the lowest price,0.5,3.24,0.8598,,,2021-08-01,1.94
Commandos: Behind Enemy Lines,no,no,,not the lowest price,0.5,9.5,0.8595999999999999,,,1998-08-01,0.69
"Ciconia When They Cry - Phase 1: For You, the Replaceable Ones",no,no,,not the lowest price,0.25,56.61,0.8595999999999999,,,2019-10-01,52.84
STAR WARS™ Battlefront™ II,no,no,,not the lowest price,0.75,39.75,0.8595,,,2017-11-01,19.08
Resident Evil 5,no,no,,not the lowest price,0.75,16.72,0.8593999999999999,,,2009-09-01,9.99
Lolita Expedition,no,no,Week Long Deal,not the lowest price,0.25,23.54,0.8592,,,2022-01-01,21.97
Wee Tanks!,no,no,Week Long Deal,not the lowest price,0.2,16.55,0.8591,,,2023-05-01,11.15
Demon Turf: Neon Splash,no,no,Week Long Deal,,0.3,10.49,0.8589,,,2022-04-01,
Higurashi When They Cry Hou - Rei,no,no,,not the lowest price,0.1,18.44,0.8589,,,2022-06-01,11.15
Thief Simulator,no,no,,not the lowest price,0.85,8.99,0.8582,,,2018-11-01,6.45
"Cook, Serve, Delicious! 2!!",no,no,,not the lowest price,0.75,6.49,0.8581,,,2017-09-01,2.59
100 hidden mushrooms,no,no,Week Long Deal,,0.7,0.68,0.8581,,,2021-03-01,
UBERMOSH:SANTICIDE,no,no,,not the lowest price,0.9,3.79,0.8569,,,2018-07-01,0.88
Tom Clancy's Rainbow Six® Siege,no,no,,not the lowest price,0.6,23.99,0.8565999999999999,,,2015-12-01,14.99
Robolife2 - Nova Duty,no,no,Week Long Deal,,0.15,39.94,0.8565999999999999,,,2023-03-01,
Monster Hunter: World,no,no,,not the lowest price,0.5,49.95,0.8564,,,2018-08-01,34.99
Plot of the Druid,no,no,Week Long Deal,,0.25,21.74,0.8563,,,2022-11-01,
Battlefield 4™,no,no,,not the lowest price,0.75,49.75,0.8559,,,2013-10-01,23.88
Thermo Sudoku,no,no,Week Long Deal,,0.1,9.8,0.855,,,2020-05-01,
Titan Attacks!,no,no,Week Long Deal,not the lowest price,0.5,13.44,0.8548,,,2012-02-01,1.99
SPORE™ Galactic Adventures,no,no,,not the lowest price,0.75,14.75,0.8545,,,2009-06-01,3.99
Mage and Monsters,no,no,,not the lowest price,0.2,10.4,0.8541,,,2022-10-01,9.75
Heaven Dust,no,no,,,0.5,8.29,0.8534999999999999,,,2020-02-01,
Wars and Warriors: Joan of Arc,no,no,,,0.75,3.49,0.8532,,,2004-02-01,
Gas Station Simulator,no,no,,not the lowest price,0.36,42.57,0.853,,,2021-09-01,26.59
Super Grappling Gecko,no,no,Week Long Deal,not the lowest price,0.15,3.81,0.8527,,,2021-12-01,3.59
MotoGP™20,no,no,Week Long Deal,not the lowest price,0.85,18.67,0.8526,,,2020-04-01,9.89
Battlefield™ 1,no,no,,not the lowest price,0.75,49.75,0.8526,,,2016-10-01,23.88
Cats are Liquid - A Better Place,no,no,Week Long Deal,not the lowest price,0.15,5.94,0.852,,,2019-12-01,3.59
SPORE™ Creepy & Cute Parts Pack,no,no,,not the lowest price,0.75,14.75,0.8518000000000001,,,2008-12-01,3.99
Hentai Vs Furries,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.8517,,,2020-01-01,0.68
Ghost Master®,no,no,,not the lowest price,0.8,2.09,0.8515,,,2003-08-01,0.84
Viki Spotter: Space Mission,no,no,Week Long Deal,,0.9,0.86,0.8512000000000001,,,2018-05-01,
Strategic Command: World War I,no,no,,,0.6,30.19,0.8508,,,2019-12-01,
Hello Goodboy,no,no,,,0.2,37.59,0.8504,,,2023-05-01,
Filcher,no,no,,,0.25,14.99,0.8503000000000001,,,2021-09-01,
Quell Zen,no,no,Week Long Deal,not the lowest price,0.8,2.79,0.8495,,,2016-07-01,2.09
Magical Diary: Horse Hall,no,no,Week Long Deal,not the lowest price,0.65,16.44,0.8493999999999999,,,2012-05-01,6.99
Tomb Raider: Legend,no,no,,,0.86,1.81,0.8492000000000001,,,2006-04-01,
Wolfstride,no,no,Week Long Deal,not the lowest price,0.5,23.49,0.8492000000000001,,,2021-12-01,14.99
Mafia,no,no,,not the lowest price,0.67,8.21,0.8487,,,2002-08-01,0.0
---Red---Tether-->,no,no,Week Long Deal,not the lowest price,0.15,33.99,0.8487,,,2022-01-01,21.24
Muv-Luv photonflowers*,no,no,,not the lowest price,0.5,42.99,0.8484,,,2019-08-01,23.74
Paradox of Hope VR,no,no,,,0.25,28.49,0.8484,,,2022-09-01,
Detective Di: The Silk Rose Murders,no,no,Week Long Deal,,0.77,5.24,0.8481000000000001,,,2019-05-01,
BORIS THE ROCKET 🚀,no,no,Week Long Deal,,0.3,13.99,0.848,,,2020-10-01,
MY HERO ONE'S JUSTICE 2,no,no,Week Long Deal,not the lowest price,0.8,31.98,0.8479000000000001,,,2020-03-01,23.98
Puzzle Agent,no,no,Week Long Deal,not the lowest price,0.7,3.14,0.8479000000000001,,,,1.15
Drawing From Memory,no,no,Week Long Deal,,0.2,13.59,0.8476,,,2023-02-01,
Arrow Sudoku,no,no,Week Long Deal,,0.1,9.8,0.8473,,,2021-05-01,
Aery - Calm Mind 3,no,no,Week Long Deal,,0.3,14.48,0.8469,,,2023-03-01,
Egression,no,no,,,0.2,30.39,0.8465,,,2022-10-01,
Sun Haven,no,no,,not the lowest price,0.2,37.99,0.8465,,,2023-03-01,33.24
Looking Up I See Only A Ceiling,no,no,,,0.1,6.29,0.8465,,,2023-03-01,
Batman™: Arkham Knight,no,no,,not the lowest price,0.8,17.99,0.8464,,,2015-06-01,9.99
Space Haven,no,no,,not the lowest price,0.5,22.99,0.8464,,,2020-05-01,18.39
Ralph and the Blue Ball,no,no,Week Long Deal,not the lowest price,0.4,2.09,0.8462999999999999,,,2022-10-01,1.6
QUICKERFLAK,no,no,,,0.72,0.97,0.8458,,,2022-01-01,
Classic Sudoku,no,no,Week Long Deal,,0.1,9.8,0.8453,,,2019-11-01,
Swordship,no,no,,,0.4,35.99,0.8445999999999999,,,2022-12-01,
ARCADE GAME SERIES: GALAGA,no,no,Week Long Deal,not the lowest price,0.5,8.49,0.8443,,,2016-04-01,4.24
Verdun,no,no,,not the lowest price,0.75,14.99,0.8442000000000001,,,2015-04-01,8.99
Figment,no,no,,not the lowest price,0.75,9.24,0.8442000000000001,,,2017-09-01,0.0
Powerful Courses,no,no,Week Long Deal,not the lowest price,0.6,18.79,0.8441,,,2023-03-01,14.09
Age of Fear 3: The Legend,no,no,,not the lowest price,0.5,29.99,0.8441,,,2017-09-01,9.99
UBERMOSH:OMEGA,no,no,,not the lowest price,0.9,1.69,0.8440000000000001,,,2019-11-01,0.97
Borderlands Game of the Year Enhanced,no,no,,,0.67,23.09,0.8439,,,2019-04-01,
The Ninja Saviors: Return of the Warriors,no,no,Introductory Offer,new historical low,0.1,53.99,0.8439,,,2023-07-01,53.99
Max Payne 3,no,no,,not the lowest price,0.7,29.85,0.8436,,,2012-05-01,8.74
The Cursed Forest,no,no,Week Long Deal,not the lowest price,0.57,11.99,0.8434,,,2019-02-01,8.79
Magical Diary: Wolf Hall,no,no,,not the lowest price,0.4,72.34,0.8419,,,2020-02-01,16.62
Wild Animal Sports Day,no,no,Week Long Deal,not the lowest price,0.25,12.74,0.8419,,,2018-08-01,4.34
Juiced!,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8414,,,2020-04-01,1.12
Coloring Game: Girls,no,no,,new historical low,0.5,7.24,0.8412999999999999,,,2022-07-01,7.24
Cho Dengeki Stryker All Ages Version,no,no,,,0.75,15.99,0.8408,,,2014-09-01,
CATch the Stars: Japan,no,no,Week Long Deal,,0.35,1.48,0.8406,,,2021-04-01,
Lost Horizon,no,no,,not the lowest price,0.8,3.39,0.8405,,,2010-09-01,2.54
Sweet Beach Holidays,no,no,Week Long Deal,,0.2,13.59,0.8403,,,2023-05-01,
Melody's Escape 2,no,no,Week Long Deal,not the lowest price,0.5,23.49,0.84,,,2022-09-01,19.13
Say No! More,no,no,,,0.7,8.69,0.8399,,,2021-04-01,
GLASS,no,no,Week Long Deal,not the lowest price,0.3,3.14,0.8399,,,2020-11-01,2.69
ToriDori,no,no,,not the lowest price,0.21,15.79,0.8399,,,2023-04-01,13.39
Eldritch,no,no,,,0.9,2.49,0.8397,,,2013-10-01,
Insurgency: Sandstorm,no,no,,not the lowest price,0.6,39.96,0.8395999999999999,,,2018-12-01,39.95
60 Parsecs!,no,no,Week Long Deal,not the lowest price,0.5,14.99,0.8395,,,2018-09-01,4.99
Mrs.Cat In Mars,no,no,Week Long Deal,,0.71,0.66,0.8393999999999999,,,2021-07-01,
The Wraith of the Galaxy,no,no,,not the lowest price,0.93,10.7,0.8391,,,2023-02-01,4.99
ARCADE GAME SERIES: PAC-MAN,no,no,Week Long Deal,not the lowest price,0.5,8.49,0.8389,,,2016-04-01,4.24
Absinthia,no,no,Week Long Deal,new historical low,0.2,23.19,0.8388,,,2023-03-01,23.19
BLUE WISH DESIRE,no,no,Week Long Deal,not the lowest price,0.15,17.58,0.8388,,,2021-11-01,16.55
Rabbit Burn,no,no,,not the lowest price,0.5,23.49,0.8384999999999999,,,2019-05-01,11.59
L.A. Noire,no,no,,not the lowest price,0.7,29.85,0.8384,,,2011-11-01,4.04
Cozy Time,no,no,Week Long Deal,,0.3,4.54,0.8382999999999999,,,2022-07-01,
FlatOut: Ultimate Carnage,no,no,,not the lowest price,0.85,10.49,0.8382,,,2008-08-01,3.49
Miracle Sudoku,no,no,Week Long Deal,,0.1,9.8,0.8382,,,2020-08-01,
Resident Evil Revelations,no,no,,not the lowest price,0.77,22.97,0.8381000000000001,,,2013-05-01,13.79
汉字大冒险,no,no,,,0.5,7.24,0.8381000000000001,,,2022-12-01,
Silent Hunter® III,no,no,,not the lowest price,0.75,7.49,0.838,,,2005-03-01,6.79
The Inner World - The Last Wind Monk,no,no,,,0.9,8.9,0.8379000000000001,,,2017-10-01,
Endless Fables 2: Frozen Path,no,no,,,0.75,7.24,0.8377,,,2017-11-01,
Kaiju Big Battel: Fighto Fantasy,no,no,Week Long Deal,not the lowest price,0.6,7.99,0.8377,,,2018-10-01,5.99
Borderlands 3,no,no,,not the lowest price,0.85,17.98,0.8376,,,2020-03-01,11.99
GRAND CROSS: ReNOVATION,no,no,,not the lowest price,0.4,28.19,0.8376,,,2022-01-01,17.39
GTFO,no,no,,not the lowest price,0.33,50.24,0.8376,,,2021-12-01,34.99
Brothers in Arms: Road to Hill 30™,no,no,,not the lowest price,0.6,11.99,0.8375,,,2005-03-01,4.99
Dex,no,no,,,0.9,3.69,0.8373999999999999,,,2015-05-01,
吞食天地2022,no,no,,new historical low,0.5,35.0,0.8371999999999999,,,2022-09-01,35.0
SteamWorld Quest: Hand of Gilgamech,no,no,,not the lowest price,0.68,42.01,0.8371,,,2019-05-01,9.49
Griddy,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.8369,,,2022-08-01,1.12
Ultratron,no,no,Week Long Deal,not the lowest price,0.5,13.44,0.8367,,,2013-03-01,1.99
Ghost Exile,no,no,,not the lowest price,0.33,19.42,0.8367,,,2022-01-01,14.49
Tom Clancy's Splinter Cell®,no,no,,not the lowest price,0.75,7.49,0.8365,,,2003-02-01,4.99
Tales of the Neon Sea,no,no,,not the lowest price,0.7,15.74,0.8364,,,2019-04-01,9.89
INVERT,no,no,Week Long Deal,not the lowest price,0.55,2.02,0.8362999999999999,,,2021-10-01,1.49
Zombie Soup,no,no,,,0.1,26.99,0.8362999999999999,,,2023-06-01,
Cat Cafe Manager,no,no,,not the lowest price,0.35,38.99,0.8362,,,2022-04-01,26.59
Assassin's Creed® Revelations,no,no,,not the lowest price,0.7,17.99,0.8361,,,2011-11-01,9.99
Dark Fantasy: Jigsaw Puzzle,no,no,,not the lowest price,0.65,4.89,0.8361,,,2018-11-01,2.24
Cosmic Star Heroine,no,no,Week Long Deal,not the lowest price,0.7,8.39,0.8354,,,2017-04-01,2.79
Tales of Monkey Island: Complete Season,no,no,Week Long Deal,not the lowest price,0.6,11.59,0.8354,,,2009-07-01,2.89
Cave Quest,no,no,Week Long Deal,not the lowest price,0.65,8.22,0.8353,,,2020-01-01,3.0
Puzzle Light: One Move,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.8353,,,2021-05-01,1.37
Prison Simulator,no,no,,not the lowest price,0.42,36.42,0.8351999999999999,,,2021-11-01,25.82
Umineko: Golden Fantasia,no,no,,not the lowest price,0.4,28.49,0.8351000000000001,,,2017-12-01,23.74
Void Bastards,no,no,,,0.7,17.39,0.8345999999999999,,,2019-05-01,
Sakura Succubus 2,no,no,Week Long Deal,not the lowest price,0.7,6.2,0.8343,,,2020-07-01,4.13
New York Mysteries: High Voltage Collector's Edition,no,no,Week Long Deal,not the lowest price,0.5,16.49,0.8341,,,2016-01-01,4.89
Volt Patrol - Stealth Driving,no,no,,,0.6,4.35,0.8340000000000001,,,2021-02-01,
Call of Duty: United Offensive,no,no,,not the lowest price,0.25,26.24,0.8339,,,2004-09-01,17.14
Containment Initiative,no,no,,not the lowest price,0.75,4.99,0.8338,,,2017-04-01,3.99
Bloody Rally Show,no,no,Week Long Deal,not the lowest price,0.7,17.99,0.8334999999999999,,,2020-02-01,9.49
Sora no Ao to Shiro to,no,no,,new historical low,0.36,19.83,0.8334999999999999,,,2022-11-01,19.83
Gigapocalypse,no,no,,,0.6,8.27,0.8334,,,2021-11-01,
Commandos: Beyond the Call of Duty,no,no,,not the lowest price,0.5,9.5,0.8334,,,1999-04-01,0.69
Super Bunny Man,no,no,,not the lowest price,0.25,37.49,0.8332999999999999,,,2017-09-01,23.19
Beyond Good and Evil™,no,no,,not the lowest price,0.7,8.99,0.8331000000000001,,,2003-11-01,4.99
Tormentor❌Punisher,no,no,Week Long Deal,not the lowest price,0.5,13.24,0.8331000000000001,,,2017-06-01,1.59
Sakura Cupid,no,no,Week Long Deal,not the lowest price,0.75,5.17,0.833,,,2018-02-01,4.13
Rubber Ducky and the Rainbow Gun,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.8329000000000001,,,2015-12-01,1.09
Portal Dungeon,no,no,Introductory Offer,,0.2,33.59,0.8325,,,2023-07-01,
Power Hover,no,no,Week Long Deal,,0.9,0.86,0.8321999999999999,,,2017-01-01,
Glorkian Warrior: The Trials Of Glork,no,no,Week Long Deal,not the lowest price,0.66,4.68,0.8321,,,2015-03-01,1.25
Touhou Blooming Chaos,no,no,,not the lowest price,0.4,18.6,0.8321,,,2019-10-01,13.65
Voltage High Society,no,no,Week Long Deal,not the lowest price,0.7,14.09,0.8319,,,2022-07-01,7.82
Kotel Ne Gori: A Friend of Lena Boots,no,no,Week Long Deal,,0.6,0.91,0.8319,,,2020-09-01,
Button Tales,no,no,,not the lowest price,0.5,2.24,0.8319,,,2016-12-01,1.16
Far Cry® Primal,no,no,,not the lowest price,0.75,22.49,0.8315,,,2016-02-01,17.99
Streamer Daily,no,no,,not the lowest price,0.75,9.62,0.8315,,,2020-03-01,7.24
Madorica Real Estate,no,no,,,0.6,22.39,0.8314,,,2019-02-01,
Hentai Crush,no,no,Week Long Deal,not the lowest price,0.6,1.79,0.8312999999999999,,,2019-03-01,1.52
Go! Go! Nippon! ~My First Trip to Japan~,no,no,,not the lowest price,0.5,9.99,0.8312999999999999,,,2011-09-01,0.0
Lydia,no,no,Week Long Deal,not the lowest price,0.5,6.89,0.8312,,,2017-06-01,1.21
Tomb Raider II,no,no,,,0.86,1.81,0.831,,,2012-11-01,
Bully: Scholarship Edition,no,no,,not the lowest price,0.65,13.99,0.831,,,2008-10-01,8.0
Sakura Fantasy,no,no,Week Long Deal,not the lowest price,0.75,4.99,0.8309000000000001,,,2015-05-01,3.99
Sakura Succubus 4,no,no,Week Long Deal,not the lowest price,0.7,6.2,0.8309000000000001,,,2021-03-01,4.13
Curse of the Dead Gods,no,no,,,0.65,24.46,0.8304,,,2021-02-01,
Gnome Jigsaw Puzzles,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.8301999999999999,,,2021-01-01,0.89
Himawari - The Sunflower -,no,no,,not the lowest price,0.6,25.59,0.8301000000000001,,,2016-12-01,22.39
MHRD,no,no,Week Long Deal,not the lowest price,0.2,15.99,0.8298000000000001,,,2017-01-01,14.99
WW2 Rebuilder,no,no,,not the lowest price,0.31,55.84,0.8297,,,2023-01-01,34.19
